"brand_search","food_code","product_name","maker","category_1","category_3","serving_size","calories","protein_g","sugar_g","sodium_mg","saturated_fat_g","report_number","updated_at"
"하림","P117-100010100-0906","하림이닭 촉촉한 닭가슴살 오리지널","㈜하림","식육가공품 및 포장육","햄","100g","110.000","24.00","0.30","490.000","0.30","199804760021893","2026-05-07"
"하림","P123-213020300-0886","하림이닭 탄단지 도시락 간장계란밥과 짜장닭가슴살","(주)하림 제2공장","즉석식품류","즉석조리식품","100g","130.000","6.96","0.00","365.000","0.52","2020049145654","2026-05-07"
"하림","P123-213020300-0887","하림이닭 탄단지 도시락 간장계란밥과 카레닭가슴살","(주)하림 제2공장","즉석식품류","즉석조리식품","100g","130.000","6.52","1.74","343.000","1.04","2020049145659","2026-05-07"
"하림","P123-213020300-0888","하림이닭 탄단지 도시락 간장계란밥과 한입스테이크","(주)하림 제2공장","즉석식품류","즉석조리식품","100g","152.000","6.67","0.00","300.000","0.95","2020049145657","2026-05-07"
"하림","P123-213020300-0889","하림이닭 탄단지 도시락 귀리잡곡밥과 닭갈비","(주)하림 제2공장","즉석식품류","즉석조리식품","100g","171.000","8.10","0.00","371.000","0.86","2020049145658","2026-05-07"
"하림","P123-213020300-0890","하림이닭 탄단지 도시락 귀리잡곡밥과 숯불갈비치킨","(주)하림 제2공장","즉석식품류","즉석조리식품","100g","164.000","6.67","0.00","243.000","0.91","2020049145660","2026-05-07"
"하림","P123-213020300-0891","하림이닭 탄단지 도시락 귀리잡곡밥과 화끈불닭","(주)하림 제2공장","즉석식품류","즉석조리식품","100g","136.000","6.19","0.00","371.000","0.38","2020049145655","2026-05-07"
"하림","P123-213020300-0892","하림이닭 탄단지 도시락 김치볶음밥과 비엔나소시지","(주)하림 제2공장","즉석식품류","즉석조리식품","100g","125.000","7.14","3.81","519.000","0.67","2020049145662","2026-05-07"
"하림","P123-213020300-0894","하림이닭 탄단지 도시락 퀴노아잡곡밥과 찜닭","(주)하림 제2공장","즉석식품류","즉석조리식품","100g","152.000","7.62","0.00","200.000","0.48","2020049145656","2026-05-07"
"하림","P123-213020300-0893","하림이닭 탄단지 도시락 퀴노아잡곡밥과 BBQ닭가슴살","(주)하림 제2공장","즉석식품류","즉석조리식품","100g","143.000","7.62","0.95","195.000","0.48","2020049145653","2026-05-07"
"하림","P110-500050000-0247","하림이닭 탄단지다이어트 도시락 귀리잡곡밥과 숯불갈비치킨","(주)하림 제2공장","특수영양식품","해당없음","100g","167.000","7.14","4.76","310.000","0.95","2020049145652","2026-05-07"
"하림","P117-501050100-0579","하림이닭 한입 스테이크 블랙페퍼","(주)하림 제2공장","식육가공품 및 포장육","양념육","100g","120.000","21.00","1.00","410.000","0.70","20200480044131","2026-05-07"
"하림","P123-201020300-2773","하림이닭닭가슴살밀박스5가지나물밥&닭가슴살&닭가슴살훈제소시지","㈜하림","즉석식품류","즉석조리식품","100g","131.000","12.50","0.00","370.000","0.80","202004914568","2026-05-07"
"하림","P123-201020300-2774","하림이닭닭가슴살밀박스곤드레곤약밥&닭가슴살&닭가슴살청양고추소시지","㈜하림","즉석식품류","즉석조리식품","100g","142.000","12.00","0.00","270.000","0.75","2020049145610","2026-05-07"
"하림","P123-201020300-2775","하림이닭닭가슴살밀박스야채볶음밥&닭가슴살&닭가슴살불닭소시지","㈜하림","즉석식품류","즉석조리식품","100g","146.000","12.00","0.00","405.000","0.95","202004914569","2026-05-07"
"하림","P123-226020300-0029","하림이닭닭가슴살밀샐러드오리지널","㈜하림","즉석식품류","즉석조리식품","100g","93.00","12.00","0.00","275.000","0.35","202004914564","2026-05-07"
"하림","P123-226020300-0030","하림이닭닭가슴살밀샐러드오리지널&모짜렐라","㈜하림","즉석식품류","즉석조리식품","100g","100.000","13.00","0.00","310.000","0.90","202004914565","2026-05-07"
"하림","P123-226020300-0031","하림이닭닭가슴살밀샐러드훈제","㈜하림","즉석식품류","즉석조리식품","100g","88.00","15.00","0.00","320.000","0.40","202004914563","2026-05-07"
"하림","P123-226020300-0032","하림이닭닭가슴살밀샐러드훈제&모짜렐라","㈜하림","즉석식품류","즉석조리식품","100g","103.000","14.50","0.00","400.000","0.95","202004914561","2026-05-07"
"하림","P117-100010100-1399","하림이닭x동대문 엽기떡볶이 소스 잘 먹은 닭다리살 오리지널맛","주식회사 하림 제2공장","식육가공품 및 포장육","햄","100g","140.000","15.00","3.00","520.000","1.80","20200480044173","2026-05-14"
"하림","P117-100010100-1400","하림이닭x동대문엽기떡볶이 소스 잘 먹은 닭가슴살 로제맛","주식회사 하림 제2공장","식육가공품 및 포장육","햄","100g","141.000","20.00","2.55","573.000","2.55","20200480044172","2026-05-14"
"하림","P117-100010100-1401","하림이닭x동대문엽기떡볶이 소스 잘 먹은 닭가슴살 마라맛","(주)하림 제2공장","식육가공품 및 포장육","햄","100g","127.000","20.91","2.73","636.000","0.27","20200480044171","2026-05-07"
"하림","P117-100010100-1402","하림이닭x동대문엽기떡볶이 소스 잘 먹은 닭가슴살 오리지널맛","(주)하림 제2공장","식육가공품 및 포장육","햄","100g","132.000","20.00","3.27","509.000","0.55","20200480044170","2026-05-07"
"하림","P117-100010100-1403","하림이닭x동대문엽기떡볶이 소스 잘 먹은 닭다리살 마라맛","주식회사 하림 제2공장","식육가공품 및 포장육","햄","100g","155.000","17.00","3.00","640.000","2.40","20200480044174","2026-05-14"
"하림","P117-100010300-0300","하림챔더블치즈","㈜하림","식육가공품 및 포장육","프레스햄","100g","75.00","10.00","0.50","225.000","0.70","199804760021845","2026-05-07"
"하림","P117-100010300-0421","하림챔스틱오리지널","㈜하림","식육가공품 및 포장육","프레스햄","100g","113.000","20.00","1.25","575.000","0.38","199804760021890","2026-05-07"
"하림","P117-100010300-0422","하림챔스틱할라피뇨","㈜하림","식육가공품 및 포장육","프레스햄","100g","104.000","18.75","1.25","625.000","0.25","199804760021891","2026-05-07"
"하림","P113-301030200-0077","하림카레소스","㈜하림산업 함열식품 1공장","조미식품","카레(커리)","100g","113.000","1.33","2.00","460.000","4.00","20200491392625","2026-05-07"
"하림","P117-502050200-0170","하림텐더스틱 쌀크런치","㈜하림","","","100g","233.000","13.00","1.00","350.000","2.20","199804760022020","2026-05-07"
"하림","P117-800050200-0210","하림팝콘치킨","㈜하림","식육가공품 및 포장육","분쇄가공육제품","100g","215.000","16.00","0.00","470.000","8.00","19980476002104","2026-05-07"
"하림","P113-206020400-1395","하림허니머스타드소스","주식회사 조흥","조미식품","소스","100g","280.000","1.00","19.00","420.000","2.50","199703111001981","2026-05-07"
"하림","P117-201020100-0614","하림후랑크2","㈜하림","식육가공품 및 포장육","소시지","100g","250.000","14.00","1.00","730.000","5.00","199804760021172","2026-05-07"
"하림","P117-501050100-2787","GS 하림 맥시칸 양념치킨 순살","㈜하림산업 함열식품 1공장","식육가공품 및 포장육","양념육","100g","245.000","16.00","10.00","710.000","4.30","20200480040179","2026-05-07"
"하림","P117-501050100-2788","GS 하림 맥시칸 크리스피 순살","㈜하림산업 함열식품 1공장","식육가공품 및 포장육","양념육","100g","270.000","12.00","2.00","450.000","6.00","20200480040180","2026-05-07"
"하림","P117-501050100-2789","GS 하림 맥시칸 허니버터 순살","㈜하림산업 함열식품 1공장","식육가공품 및 포장육","양념육","100g","240.000","17.00","6.00","530.000","3.90","20200480040178","2026-05-07"
"햇반","P116-705070200-0374","건조 햇반","그대로말린","농산가공식품류","곡류가공품","100g","190.000","3.00","0.00","10.00","0.50","20180491011201","2026-05-07"
"햇반","P123-201020300-2924","햇반","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","150.000","2.38","0.00","7.00","0.00","1991014403896","2026-05-07"
"햇반","P123-201020300-5470","햇반","씨제이제일제당(주)진천BLOSSOM CAMPUS","즉석식품류","즉석조리식품","100g","150.000","2.38","0.00","7.00","0.00","201804502851","2026-05-07"
"햇반","P123-201020300-6281","햇반","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","150.000","2.38","0.00","7.00","0.00","2024_RD_11124","2026-06-01"
"햇반","P123-201020300-4842","햇반 12곡밥","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","170.000","4.00","0.00","0.00","0.00","19910144038982","2026-05-07"
"햇반","P123-201020300-6349","햇반 곤드레나물밥","씨제이제일제당(주)진천BLOSSOM CAMPUS","즉석식품류","즉석조리식품","100g","169.000","2.86","0.48","243.000","0.86","20180450285221","2026-06-01"
"햇반","P123-201020300-5471","햇반 골든퀸쌀밥","씨제이제일제당(주)진천BLOSSOM CAMPUS","즉석식품류","즉석조리식품","100g","157.000","2.86","0.00","0.00","0.00","20180450285109","2026-05-07"
"햇반","P123-201020300-5664","햇반 구수한발아현미밥","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","157.000","2.86","0.00","0.00","0.00","19910144038663","2026-05-07"
"햇반","P123-201020300-5956","햇반 구수한잡곡밥","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","150.000","2.86","0.00","0.00","0.00","19910144038654","2026-05-07"
"햇반","P123-201020300-5957","햇반 구수한흑미밥","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","150.000","2.86","0.00","0.00","0.00","19910144038653","2026-05-07"
"햇반","P123-201020300-5958","햇반 귀리소고기죽","씨제이제일제당(주) 진천 BLOSSOM CAMPUS 3동","즉석식품류","즉석조리식품","100g","73.00","2.86","0.71","160.000","0.33","20190450208171","2026-05-07"
"햇반","P123-205020300-2120","햇반 누룽지닭백숙죽","씨제이제일제당(주) 진천 BLOSSOM CAMPUS 3동","즉석식품류","즉석조리식품","100g","48.00","1.91","0.48","219.000","0.24","20190450208133","2026-05-07"
"햇반","P123-201020300-3849","햇반 렌틸콩퀴노아곤약밥","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","105.000","2.00","0.00","25.00","0.00","19910144038867","2026-05-07"
"햇반","P123-201020300-4843","햇반 렌틸콩현미밥+","씨제이제일제당(주) 진천 BLOSSOM CAMPUS 3동","즉석식품류","즉석조리식품","100g","139.000","5.79","0.00","0.00","0.32","2019045020870","2026-05-07"
"햇반","P123-201020300-6350","햇반 루피니빈잡곡밥","씨제이제일제당(주) 진천 BLOSSOM CAMPUS 3동","즉석식품류","즉석조리식품","100g","118.000","6.32","0.53","8.00","0.32","2019045020872","2026-06-01"
"햇반","P123-201020300-4462","햇반 만능김치볶음밥","씨제이제일제당(주)진천BLOSSOM CAMPUS","즉석식품류","즉석조리식품","100g","168.000","3.50","3.00","570.000","0.60","2018045028559","2026-05-07"
"햇반","P101-430000400-0203","햇반 밥알크림빵","(주)아인츠푸드","과자류·빵류 또는 떡류","빵류","100g","355.000","5.98","14.53","239.000","11.97","20220497104184","2026-05-07"
"햇반","P123-205020300-1843","햇반 버섯야채죽","씨제이제일제당(주) 진천 BLOSSOM CAMPUS 3동","즉석식품류","즉석조리식품","100g","55.00","1.00","0.00","200.000","0.00","20190450208111","2026-05-07"
"햇반","P123-201020300-3850","햇반 병아리콩퀴노아곤약밥","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","115.000","2.00","0.00","25.00","0.00","19910144038866","2026-05-07"
"햇반","P123-201020300-3851","햇반 서리태흑미밥","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","170.000","5.00","0.71","0.00","0.00","19910144038865","2026-05-07"
"햇반","P123-205020300-2212","햇반 소고기죽","씨제이제일제당(주) 진천 BLOSSOM CAMPUS 3동","즉석식품류","즉석조리식품","100g","56.00","2.24","0.37","179.000","0.34","20190450208151","2026-05-07"
"햇반","P123-205020300-2521","햇반 소프트밀 버섯야채죽","씨제이제일제당(주) 진천 BLOSSOM CAMPUS 3동","즉석식품류","즉석조리식품","100g","54.00","0.71","0.95","229.000","0.17","2019045020825","2026-05-07"
"햇반","P123-205020300-2522","햇반 소프트밀 전복죽","씨제이제일제당(주) 진천 BLOSSOM CAMPUS 3동","즉석식품류","즉석조리식품","100g","57.00","1.43","0.48","210.000","0.19","201904502089","2026-05-07"
"햇반","P123-201020300-1892","햇반 스팸®김치볶음밥","씨제이제일제당(주)진천BLOSSOM CAMPUS","즉석식품류","즉석조리식품","100g","191.000","4.55","2.27","636.000","1.95","2018045028567","2026-05-07"
"햇반","P123-203020300-0674","햇반 스팸®김치주먹밥","씨제이제일제당(주)진천BLOSSOM CAMPUS","즉석식품류","즉석조리식품","100g","185.000","5.00","1.00","640.000","1.40","2018045028593","2026-05-07"
"햇반","P123-201020300-5472","햇반 아산맑은쌀밥","씨제이제일제당(주)진천BLOSSOM CAMPUS","즉석식품류","즉석조리식품","100g","150.000","2.38","0.00","7.00","0.00","2018045028513","2026-05-07"
"햇반","P123-201020300-5473","햇반 윤기가득쌀밥","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","150.000","2.38","0.00","7.00","0.00","19910144038991","2026-05-07"
"햇반","P123-201020300-3573","햇반 잡곡밥","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","144.000","2.80","0.00","1.00","0.20","19910144038678","2026-05-07"
